Starting
Starting
Stepper Pin:14
1073494588
1073494252
    F_CPU=240000000
    TICKS_PER_S=16000000
.Connected to Wifi, Connecting to server.
Connected!
-0.25,5176
-0.01,5177
-0.15,5179
0.04,5180
-0.24,5181
-0.21,5183
-0.22,5184
-0.25,5185
-0.11,5187
-0.21,5188
-0.14,5189
-0.16,5191
-0.09,5192
-0.16,5193
-0.21,5194
-0.16,5196
-0.11,5197
-0.04,5198
-0.07,5200
-0.13,5201
-0.14,5202
-0.09,5204
-0.25,5205
-0.10,5206
-0.15,5207
-0.22,5209
-0.15,5210
-0.06,5211
-0.15,5213
0.00,5214
0.89,5215
1.01,5217
0.98,5218
0.93,5219
0.86,5221
0.98,5222
0.91,5223
0.79,5225
0.86,5226
0.93,5227
0.77,5229
0.83,5230
0.88,5231
0.91,5233
0.81,5234
0.80,5235
0.87,5236
0.85,5238
0.86,5239
0.81,5240
0.92,5242
0.87,5243
0.99,5244
0.83,5246
0.80,5247
0.76,5248
0.94,5250
0.72,5251
0.75,5252
0.79,5254
0.75,5255
0.75,5256
0.87,5258
0.82,5259
0.74,5260
0.84,5261
-0.09,5263
-0.22,5264
0.30,5265
0.79,5267
0.88,5268
0.84,5269
0.94,5271
0.94,5272
0.97,5273
0.79,5275
0.96,5276
0.87,5277
0.80,5279
0.90,5280
0.90,5281
0.84,5283
0.73,5284
0.88,5285
0.85,5287
0.97,5288
0.79,5289
0.93,5290
0.77,5292
0.74,5293
0.87,5294
0.92,5296
0.83,5297
0.86,5298
0.88,5300
0.82,5301
0.87,5302
0.93,5304
0.71,5305
0.87,5306
0.84,5308
0.84,5309
0.73,5310
0.85,5312
0.83,5313
-0.07,5314
-0.07,5315
0.32,5317
0.73,5318
0.81,5319
0.93,5321
0.89,5322
0.93,5323
0.98,5325
0.89,5326
0.92,5327
0.96,5329
0.79,5330
0.82,5331
0.86,5333
0.75,5334
0.83,5335
0.80,5337
0.73,5338
0.79,5339
0.84,5341
0.81,5342
0.91,5343
0.77,5344
0.91,5346
0.67,5347
0.92,5348
0.96,5350
0.82,5351
0.79,5352
0.96,5354
1.09,5355
0.88,5356
0.87,5358
0.87,5359
0.83,5360
1.02,5362
1.02,5363
0.87,5364
-0.07,5366
-0.11,5367
0.58,5368
0.87,5370
0.90,5371
0.88,5372
0.81,5374
0.89,5375
0.86,5376
0.91,5377
0.82,5379
0.85,5380
0.78,5381
0.91,5383
0.97,5384
0.83,5385
0.89,5387
0.76,5388
0.73,5389
0.87,5391
0.83,5392
0.80,5393
0.88,5395
0.95,5396
0.88,5397
0.95,5399
0.84,5400
0.84,5401
0.91,5402
0.89,5404
0.87,5405
0.92,5406
0.84,5408
0.82,5409
0.91,5410
0.89,5412
1.02,5413
0.88,5414
0.65,5416
-0.10,5417
-0.19,5418
0.82,5420
0.83,5421
0.88,5422
0.78,5424
0.77,5425
0.93,5426
0.85,5428
1.00,5429
0.90,5430
0.94,5432
0.87,5433
0.82,5434
0.92,5435
0.68,5437
1.00,5438
1.06,5439
0.90,5441
0.81,5442
0.83,5443
1.00,5445
0.82,5446
0.82,5447
0.88,5449
0.77,5450
0.80,5451
0.72,5453
0.86,5454
0.72,5455
0.68,5456
0.82,5458
0.84,5459
0.68,5460
0.66,5462
0.92,5463
0.95,5464
0.88,5466
0.44,5467
-0.13,5468
-0.16,5470
0.86,5471
0.81,5472
0.80,5474
0.78,5475
0.83,5476
0.77,5478
0.86,5479
0.98,5480
0.84,5482
0.97,5483
0.90,5484
0.82,5486
0.80,5487
0.91,5488
0.99,5489
0.83,5491
0.93,5492
0.72,5493
0.78,5495
0.96,5496
0.88,5497
0.98,5499
0.98,5500
1.02,5501
0.87,5503
0.84,5504
0.89,5505
0.96,5507
0.99,5508
0.94,5509
0.95,5511
0.95,5512
0.95,5513
0.95,5514
0.87,5516
1.04,5517
0.30,5518
-0.09,5520
0.01,5521
0.85,5522
0.94,5524
0.88,5525
0.98,5526
0.92,5528
0.94,5529
0.93,5530
0.91,5532
0.79,5533
0.96,5534
0.86,5536
0.99,5537
0.96,5538
0.85,5540
0.91,5541
0.83,5542
0.67,5543
0.83,5545
0.94,5546
0.77,5547
0.78,5549
0.83,5550
0.94,5551
0.92,5553
1.00,5554
0.83,5555
0.70,5557
0.85,5558
0.82,5559
0.89,5561
0.95,5562
0.93,5563
0.86,5565
0.78,5566
0.90,5567
0.99,5568
0.09,5570
-0.13,5571
0.15,5572
0.86,5574
0.96,5575
0.86,5576
0.86,5578
0.88,5579
0.88,5580
0.86,5582
0.96,5583
0.85,5584
0.82,5586
0.96,5587
0.92,5588
1.08,5590
0.93,5591
0.83,5592
0.76,5594
0.83,5595
0.90,5596
0.92,5597
0.89,5599
0.96,5600
0.83,5601
0.95,5603
0.85,5604
0.82,5605
0.97,5607
0.86,5608
0.85,5609
0.84,5611
0.86,5612
0.83,5613
0.78,5615
0.80,5616
0.90,5617
0.68,5619
0.83,5620
-0.18,5621
-0.12,5623
0.25,5624
0.83,5625
0.81,5627
0.73,5628
0.76,5629
0.77,5630
0.76,5632
0.84,5633
0.81,5634
0.74,5636
0.76,5637
0.85,5638
0.75,5640
0.80,5641
0.82,5642
0.76,5644
0.85,5645
0.81,5646
0.67,5648
0.66,5649
0.90,5650
0.85,5652
0.67,5653
0.72,5654
0.99,5655
0.79,5657
0.76,5658
0.71,5659
0.63,5661
0.73,5662
0.82,5663
0.66,5665
0.92,5666
0.80,5667
0.69,5669
0.82,5670
0.80,5671
-0.09,5673
-0.23,5674
0.47,5675
0.81,5677
0.86,5678
0.87,5679
0.94,5681
0.72,5682
0.89,5683
0.95,5684
0.74,5686
0.82,5687
0.93,5688
0.90,5690
0.93,5691
0.95,5692
0.71,5694
0.78,5695
0.88,5696
0.83,5698
0.84,5699
0.81,5700
0.84,5702
0.92,5703
1.01,5704
0.81,5706
1.00,5707
0.85,5708
0.95,5709
0.92,5711
0.83,5712
0.85,5713
0.92,5715
0.94,5716
0.88,5717
0.89,5719
0.89,5720
0.97,5721
0.86,5723
-0.24,5724
-0.12,5725
0.45,5727
0.85,5728
0.97,5729
0.90,5731
0.82,5732
1.02,5733
0.96,5735
0.83,5736
0.80,5737
0.99,5739
0.90,5740
0.89,5741
0.99,5742
0.78,5744
0.72,5745
0.94,5746
0.92,5748
0.92,5749
0.83,5750
0.83,5752
0.82,5753
0.92,5754
0.88,5756
0.84,5757
1.01,5758
0.75,5760
0.86,5761
0.85,5762
0.86,5764
0.79,5765
0.83,5766
0.94,5767
0.73,5769
0.70,5770
1.00,5771
0.74,5773
0.56,5774
-0.15,5775
-0.07,5777
0.72,5778
1.00,5779
0.79,5781
0.99,5782
0.96,5783
0.80,5785
0.78,5786
0.93,5787
0.95,5789
0.73,5790
0.91,5791
0.97,5793
0.83,5794
0.78,5795
0.85,5796
0.86,5798
0.87,5799
0.77,5800
0.76,5802
0.79,5803
0.81,5804
0.80,5806
0.78,5807
0.97,5808
0.86,5810
0.81,5811
0.85,5812
1.04,5814
0.89,5815
0.96,5816
0.89,5818
0.81,5819
1.00,5820
1.04,5821
0.83,5823
0.79,5824
0.50,5825
-0.20,5827
-0.23,5828
0.87,5829
0.93,5831
0.90,5832
0.94,5833
0.92,5835
0.76,5836
0.96,5837
0.71,5839
0.86,5840
0.86,5841
0.97,5843
0.69,5844
0.91,5845
0.91,5847
0.70,5848
0.66,5849
0.91,5850
0.87,5852
0.85,5853
0.97,5854
0.79,5856
0.85,5857
0.84,5858
0.78,5860
0.83,5861
0.94,5862
0.83,5864
0.84,5865
0.94,5866
0.82,5868
0.85,5869
0.75,5870
1.01,5872
0.73,5873
0.96,5874
0.94,5876
0.24,5877
-0.19,5878
-0.08,5880
0.85,5881
0.84,5882
0.85,5883
0.93,5885
0.82,5886
0.87,5887
0.77,5889
0.84,5890
0.78,5891
0.96,5893
0.76,5894
0.90,5895
0.78,5897
0.78,5898
0.99,5899
0.87,5901
0.85,5902
0.83,5903
0.97,5905
0.79,5906
0.78,5907
0.81,5908
0.60,5910
0.79,5911
0.87,5912
0.75,5914
0.75,5915
0.76,5916
0.85,5918
0.68,5919
0.82,5920
0.92,5922
0.83,5923
0.89,5924
0.76,5926
0.81,5927
0.14,5928
-0.26,5930
-0.34,5931
-0.19,5932
0.06,5934
0.56,5935
0.97,5936
0.92,5938
0.83,5939
0.91,5940
0.95,5941
0.85,5943
0.98,5944
0.85,5945
0.82,5947
0.71,5948
0.82,5949
0.96,5951
0.81,5952
0.82,5953
0.85,5955
0.68,5956
0.89,5957
0.78,5959
0.89,5960
0.85,5961
0.91,5962
0.86,5964
0.84,5965
0.94,5966
0.77,5968
0.92,5969
0.94,5970
0.78,5972
0.81,5973
0.92,5974
0.87,5976
0.78,5977
0.76,5978
-0.19,5980
-0.36,5981
0.30,5982
0.77,5984
0.72,5985
0.85,5986
0.84,5988
0.81,5989
1.03,5990
0.84,5992
0.87,5993
0.72,5994
0.79,5995
0.99,5997
0.83,5998
0.87,5999
0.94,6001
0.73,6002
0.91,6003
0.88,6005
0.84,6006
0.89,6007
0.94,6009
0.65,6010
0.74,6011
0.87,6013
0.99,6014
0.80,6015
0.94,6016
0.83,6018
0.89,6019
0.80,6020
0.79,6022
0.73,6023
0.95,6024
0.84,6026
0.75,6027
0.79,6028
0.76,6030
-0.18,6031
-0.05,6032
0.38,6034
0.77,6035
0.95,6036
0.97,6038
0.66,6039
0.92,6040
0.76,6042
0.77,6043
0.88,6044
0.85,6046
0.83,6047
0.85,6048
0.97,6049
0.98,6051
0.73,6052
1.00,6053
0.86,6055
0.89,6056
0.88,6057
0.84,6059
0.82,6060
1.07,6061
1.03,6063
0.80,6064
0.78,6065
0.92,6067
0.82,6068
0.74,6069
0.99,6071
0.85,6072
0.76,6073
0.77,6074
0.98,6076
0.77,6077
1.09,6078
0.91,6080
0.71,6081
-0.13,6082
-0.19,6084
0.63,6085
0.89,6086
0.93,6088
0.88,6089
0.90,6090
0.88,6092
0.81,6093
0.71,6094
0.93,6096
0.82,6097
0.97,6098
0.75,6100
0.78,6101
0.90,6102
0.72,6104
0.78,6105
0.91,6106
0.79,6107
0.79,6109
0.82,6110
1.09,6111
0.70,6113
1.00,6114
0.86,6115
0.79,6117
0.71,6118
0.85,6119
0.77,6121
0.91,6122
0.98,6123
0.85,6125
0.86,6126
0.69,6127
0.80,6129
0.78,6130
0.60,6131
0.45,6132
-0.29,6134
-0.27,6135
0.79,6136
0.89,6138
0.90,6139
0.72,6140
0.92,6142
0.92,6143
0.90,6144
0.92,6146
0.95,6147
0.82,6148
0.92,6150
0.75,6151
0.83,6152
0.79,6154
0.89,6155
0.92,6156
1.03,6158
0.80,6159
0.84,6160
0.96,6161
0.86,6163
0.82,6164
0.89,6165
0.83,6167
0.72,6168
1.00,6169
0.87,6171
0.84,6172
0.89,6173
0.97,6175
0.83,6176
0.87,6177
1.03,6179
0.85,6180
0.82,6181
0.81,6183
0.42,6184
-0.09,6185
-0.24,6187
0.87,6188
0.95,6189
1.09,6191
0.92,6192
1.00,6193
0.92,6194
0.84,6196
0.86,6197
0.97,6198
0.90,6200
0.79,6201
0.99,6202
1.02,6204
0.87,6205
0.88,6206
0.92,6208
0.87,6209
0.92,6210
0.92,6212
0.75,6213
0.99,6214
0.93,6216
1.04,6217
0.94,6218
1.08,6219
0.88,6221
0.84,6222
0.90,6223
0.88,6225
0.96,6226
1.00,6227
0.93,6229
0.96,6230
0.97,6231
0.87,6233
0.95,6234
0.27,6235
-0.08,6237
-0.01,6238
0.83,6239
1.04,6241
0.83,6242
0.96,6243
1.04,6245
0.91,6246
0.97,6247
0.97,6249
0.88,6250
0.77,6251
0.77,6252
0.93,6254
0.89,6255
0.94,6256
0.97,6258
0.91,6259
0.87,6260
0.98,6262
1.00,6263
1.06,6264
0.92,6266
0.91,6267
0.88,6268
1.00,6270
0.90,6271
0.81,6272
0.96,6274
0.92,6275
0.79,6276
0.93,6277
0.89,6279
0.85,6280
0.94,6281
0.85,6283
0.89,6284
0.99,6285
0.18,6287
-0.09,6288
0.31,6289
0.81,6291
0.93,6292
0.94,6293
0.94,6295
0.84,6296
1.02,6297
0.86,6299
0.88,6300
0.81,6301
0.91,6303
0.78,6304
0.91,6305
0.93,6306
0.85,6308
0.88,6309
0.84,6310
0.83,6312
0.95,6313
0.91,6314
0.84,6316
1.00,6317
0.86,6318
0.78,6320
0.93,6321
0.91,6322
0.90,6324
0.89,6325
0.78,6326
0.83,6328
0.81,6329
0.98,6330
0.86,6331
0.90,6333
0.88,6334
0.75,6335
0.83,6337
-0.13,6338
-0.09,6339
0.22,6341
0.79,6342
0.81,6343
0.75,6345
0.79,6346
0.81,6347
0.89,6349
0.78,6350
0.84,6351
0.84,6353
0.79,6354
0.82,6355
0.91,6357
0.95,6358
0.75,6359
0.76,6361
0.85,6362
0.81,6363
0.84,6364
0.85,6366
0.85,6367
0.77,6368
0.66,6370
0.81,6371
0.74,6372
0.83,6374
0.80,6375
0.83,6376
0.76,6378
0.90,6379
0.91,6380
0.81,6382
0.92,6383
0.98,6384
0.89,6386
0.82,6387
0.91,6388
-0.15,6390
-0.11,6391
0.62,6392
0.85,6394
0.79,6395
0.89,6396
0.87,6397
1.06,6399
0.79,6400
0.86,6401
0.73,6403
0.80,6404
0.90,6405
0.82,6407
0.91,6408
0.77,6409
0.89,6411
0.95,6412
0.81,6413
0.84,6415
1.00,6416
0.90,6417
0.98,6419
0.82,6420
0.93,6421
0.92,6422
0.68,6424
0.77,6425
0.81,6426
0.86,6428
0.90,6429
0.81,6430
0.98,6432
0.82,6433
0.83,6434
0.78,6436
0.87,6437
0.95,6438
0.63,6440
-0.21,6441
-0.18,6442
0.55,6444
0.95,6445
0.89,6446
0.79,6448
0.91,6449
0.79,6450
0.88,6451
0.78,6453
0.74,6454
1.05,6455
0.86,6457
0.69,6458
0.89,6459
0.83,6461
0.82,6462
0.85,6463
0.81,6465
0.92,6466
0.88,6467
0.77,6469
0.78,6470
0.77,6471
0.88,6473
0.71,6474
0.88,6475
0.93,6476
0.73,6478
0.71,6479
0.86,6480
0.89,6482
0.89,6483
0.86,6484
0.79,6486
0.82,6487
1.01,6488
0.84,6490
0.52,6491
-0.21,6492
-0.32,6494
0.75,6495
0.73,6496
0.98,6498
0.75,6499
0.90,6500
0.93,6502
0.77,6503
0.87,6504
0.96,6505
0.78,6507
0.89,6508
0.91,6509
0.83,6511
0.78,6512
0.98,6513
0.95,6515
0.79,6516
0.92,6517
0.77,6519
0.91,6520
0.91,6521
0.81,6523
0.86,6524
0.95,6525
0.91,6527
0.86,6528
0.98,6529
1.17,6530
0.79,6532
0.91,6533
0.99,6534
0.94,6536
0.85,6537
0.88,6538
0.90,6540
0.89,6541
0.23,6542
-0.20,6544
-0.16,6545
0.85,6546
0.94,6548
0.76,6549
0.94,6550
0.89,6552
0.84,6553
0.73,6554
0.76,6556
0.79,6557
0.79,6558
0.86,6560
0.80,6561
0.74,6562
0.88,6563
0.93,6565
0.69,6566
0.88,6567
0.75,6569
0.75,6570
0.72,6571
0.86,6573
0.82,6574
0.84,6575
0.80,6577
0.87,6578
0.80,6579
0.96,6581
0.89,6582
0.95,6583
0.89,6584
0.67,6586
0.60,6587
0.91,6588
0.74,6590
0.80,6591
0.86,6592
0.17,6594
-0.26,6595
0.20,6596
1.00,6598
0.79,6599
0.93,6600
0.78,6602
0.79,6603
0.86,6604
0.83,6606
0.70,6607
0.85,6608
0.76,6610
0.73,6611
0.82,6612
0.80,6614
0.97,6615
0.84,6616
0.77,6617
0.83,6619
0.84,6620
0.88,6621
0.88,6623
0.88,6624
0.82,6625
0.94,6627
0.78,6628
0.75,6629
0.90,6631
0.85,6632
0.94,6633
0.85,6635
0.89,6636
0.99,6637
0.75,6638
0.92,6640
0.83,6641
0.75,6642
0.66,6644
0.01,6645
-0.28,6646
-0.37,6648
-0.32,6649
-0.30,6650
-0.31,6652
0.53,6653
0.89,6654
0.81,6656
0.84,6657
0.86,6658
0.81,6660
0.76,6661
0.89,6662
0.97,6664
0.84,6665
0.93,6666
0.73,6668
0.76,6669
0.95,6670
0.90,6672
0.91,6673
0.76,6674
0.67,6675
0.72,6677
0.99,6678
0.81,6679
0.86,6681
0.67,6682
0.89,6683
0.81,6685
0.69,6686
0.86,6687
0.76,6689
0.74,6690
0.79,6691
0.87,6693
0.78,6694
0.84,6695
-0.27,6697
-0.28,6698
0.13,6699
1.03,6701
0.74,6702
0.87,6703
0.99,6705
0.87,6706
0.87,6707
0.91,6708
0.70,6710
0.80,6711
0.82,6712
0.79,6714
0.82,6715
0.82,6716
0.74,6718
0.80,6719
0.81,6720
0.75,6722
0.88,6723
0.74,6724
0.85,6726
0.79,6727
0.88,6728
0.72,6730
0.74,6731
0.84,6732
0.66,6733
0.73,6735
0.69,6736
0.87,6737
0.73,6739
0.83,6740
0.80,6741
0.65,6743
0.72,6744
0.76,6745
0.66,6747
-0.38,6748
-0.41,6749
0.34,6751
0.71,6752
0.65,6753
0.71,6755
0.80,6756
0.78,6757
0.80,6759
0.71,6760
0.75,6761
0.76,6762
0.76,6764
0.74,6765
0.83,6766
0.69,6768
0.64,6769
0.85,6770
0.86,6772
0.71,6773
0.71,6774
0.76,6776
0.73,6777
0.89,6778
0.82,6780
0.70,6781
0.81,6782
0.80,6784
0.79,6785
0.78,6786
0.81,6787
0.95,6789
0.84,6790
0.75,6791
0.81,6793
0.76,6794
0.71,6795
0.79,6797
0.57,6798
-0.27,6799
-0.19,6801
0.52,6802
0.94,6803
0.70,6805
0.75,6806
0.78,6807
0.70,6809
0.72,6810
0.71,6811
0.80,6813
0.62,6814
0.83,6815
0.90,6816
0.67,6818
0.82,6819
0.86,6820
0.82,6822
0.79,6823
0.86,6824
0.70,6826
0.70,6827
0.72,6828
0.71,6830
0.67,6831
0.82,6832
0.83,6834
0.70,6835
0.81,6836
0.78,6838
0.69,6839
0.70,6840
0.86,6841
0.82,6843
0.71,6844
0.76,6845
0.69,6847
0.70,6848
0.40,6849
-0.27,6851
-0.27,6852
0.70,6853
0.85,6855
0.80,6856
0.71,6857
0.86,6859
0.80,6860
0.67,6861
0.76,6863
0.79,6864
0.85,6865
0.78,6867
0.62,6868
0.85,6869
0.87,6871
0.84,6872
0.80,6873
0.80,6874
0.80,6876
0.70,6877
0.74,6878
0.79,6880
0.62,6881
0.78,6882
0.80,6884
0.55,6885
0.71,6886
0.81,6888
0.67,6889
0.77,6890
0.70,6892
0.73,6893
0.95,6894
0.89,6896
0.64,6897
0.75,6898
0.71,6899
0.14,6901
-0.28,6902
-0.25,6903
-0.40,6905
-0.34,6906
-0.32,6908
-0.35,6909
-0.20,6910
-0.15,6912
-0.28,6913
-0.22,6914
-0.17,6915
-0.34,6917
-0.27,6918
-0.21,6919
-0.35,6921
-0.29,6922
-0.26,6923
-0.27,6925
-0.23,6926
-0.30,6927
-0.35,6929
-0.25,6930
-0.24,6931
-0.25,6932
-0.37,6934
-0.35,6935
-0.40,6936
-0.54,6938
0.15,6939
0.84,6940
0.72,6942
0.66,6943
0.86,6944
0.91,6946
0.59,6947
0.68,6948
0.68,6950
0.71,6951
-0.06,6952
-0.23,6954
-0.41,6955
-0.34,6956
-0.30,6958
-0.33,6959
0.68,6960
0.68,6962
0.83,6963
0.75,6964
0.77,6966
0.58,6967
0.74,6968
0.69,6969
0.63,6971
0.81,6972
0.87,6973
0.68,6975
0.80,6976
0.68,6977
0.62,6979
0.66,6980
0.85,6981
0.72,6983
0.70,6984
0.59,6985
0.69,6987
0.73,6988
0.78,6989
0.84,6991
0.76,6992
0.54,6993
0.73,6995
0.78,6996
0.73,6997
0.87,6998
0.67,7000
0.84,7001
0.68,7002
-0.31,7004
-0.23,7005
0.22,7006
0.79,7008
0.65,7009
0.61,7010
0.67,7012
0.65,7013
0.73,7014
0.78,7016
0.65,7017
0.78,7018
0.83,7020
0.76,7021
0.77,7022
0.90,7024
0.57,7025
0.79,7026
0.79,7028
0.69,7029
0.79,7030
0.93,7031
0.67,7033
0.77,7034
0.77,7035
0.66,7037
0.83,7038
0.83,7039
0.73,7041
0.83,7042
0.72,7043
0.83,7045
0.82,7046
0.70,7047
0.81,7049
0.92,7050
0.74,7051
0.86,7052
0.69,7054
-0.30,7055
-0.24,7056
0.39,7058
0.73,7059
0.78,7060
0.68,7062
0.65,7063
0.74,7064
0.76,7066
0.90,7067
0.71,7068
0.72,7070
0.76,7071
0.84,7072
0.93,7074
0.83,7075
0.91,7076
0.89,7078
0.80,7079
0.80,7080
0.76,7082
0.83,7083
0.86,7084
0.82,7085
0.74,7087
0.75,7088
0.91,7089
0.89,7091
0.83,7092
0.80,7093
0.82,7095
0.58,7096
0.82,7097
0.74,7099
0.72,7100
0.80,7101
0.74,7103
0.82,7104
0.68,7105
-0.21,7107
-0.29,7108
0.63,7109
0.88,7111
0.67,7112
0.66,7113
0.92,7114
0.78,7116
0.73,7117
0.83,7118
0.83,7120
0.79,7121
0.90,7122
0.79,7124
0.84,7125
0.74,7126
0.70,7128
0.62,7129
0.87,7130
0.96,7132
0.74,7133
0.77,7134
0.68,7136
0.81,7137
0.89,7138
0.81,7139
0.87,7141
0.78,7142
0.75,7143
0.77,7145
0.80,7146
0.89,7147
0.86,7149
0.72,7150
0.82,7151
0.74,7153
0.67,7154
0.84,7155
0.49,7157
-0.24,7158
-0.32,7159
0.72,7161
0.75,7162
0.83,7163
0.80,7165
0.79,7166
0.85,7167
0.90,7169
0.76,7170
0.96,7171
0.97,7172
0.71,7174
0.76,7175
0.78,7176
0.62,7178
0.79,7179
0.75,7180
0.80,7182
0.70,7183
0.92,7184
0.78,7186
0.71,7187
0.85,7188
0.84,7190
0.85,7191
0.84,7192
0.78,7194
0.78,7195
0.69,7196
0.86,7197
0.83,7199
0.67,7200
0.76,7201
0.79,7203
0.76,7204
0.93,7205
0.74,7207
0.19,7208
-0.23,7209
-0.25,7211
0.76,7212
0.89,7213
0.85,7215
0.81,7216
0.96,7217
0.75,7219
0.74,7220
0.88,7221
0.87,7223
0.81,7224
0.79,7225
0.69,7226
0.85,7228
0.86,7229
0.88,7230
0.97,7232
0.82,7233
0.85,7234
0.81,7236
0.75,7237
0.92,7238
0.88,7240
0.87,7241
0.84,7242
0.78,7244
0.90,7245
0.94,7246
0.81,7248
0.80,7249
0.70,7250
0.76,7251
0.91,7253
0.66,7254
0.91,7255
0.80,7257
0.83,7258
0.23,7259
-0.26,7261
-0.07,7262
0.96,7263
0.79,7265
0.97,7266
0.87,7267
0.90,7269
0.78,7270
0.86,7271
0.80,7273
0.80,7274
0.76,7275
0.81,7277
0.73,7278
0.89,7279
0.81,7280
0.88,7282
0.93,7283
0.87,7284
0.81,7286
0.78,7287
0.92,7288
0.84,7290
0.75,7291
0.80,7292
0.79,7294
0.88,7295
0.83,7296
0.84,7298
0.79,7299
0.96,7300
0.71,7302
0.71,7303
0.93,7304
0.90,7305
0.89,7307
0.92,7308
0.92,7309
-0.05,7311
-0.25,7312
0.14,7313
0.82,7315
0.81,7316
0.81,7317
0.71,7319
0.79,7320
0.73,7321
0.90,7323
0.68,7324
0.79,7325
0.70,7327
0.85,7328
0.93,7329
0.75,7331
0.80,7332
0.73,7333
0.76,7335
0.92,7336
0.83,7337
0.77,7338
0.81,7340
0.77,7341
0.93,7342
0.81,7344
0.65,7345
0.74,7346
0.83,7348
0.73,7349
0.66,7350
0.74,7352
0.73,7353
0.79,7354
0.76,7356
0.69,7357
0.72,7358
0.70,7360
0.62,7361
-0.27,7362
-0.16,7364
0.24,7365
0.78,7366
0.79,7368
0.86,7369
0.75,7370
0.94,7371
0.84,7373
0.84,7374
0.98,7375
0.76,7377
0.78,7378
0.84,7379
0.89,7381
0.75,7382
0.81,7383
0.78,7385
0.80,7386
0.84,7387
0.82,7389
0.79,7390
0.79,7391
0.83,7392
0.81,7394
0.77,7395
0.92,7396
0.61,7398
0.79,7399
0.89,7400
0.79,7402
0.84,7403
0.75,7404
0.86,7406
0.77,7407
0.79,7408
0.81,7410
0.64,7411
0.69,7412
-0.26,7414
-0.25,7415
0.43,7416
0.69,7418
0.80,7419
0.81,7420
0.91,7422
0.83,7423
0.89,7424
0.76,7425
0.76,7427
0.69,7428
0.87,7429
0.87,7431
0.82,7432
0.71,7433
0.80,7435
0.83,7436
0.81,7437
0.87,7439
0.72,7440
0.87,7441
0.83,7443
0.83,7444
0.88,7445
0.84,7447
0.75,7448
0.72,7449
0.71,7450
0.77,7452
0.81,7453
0.84,7454
0.89,7456
0.89,7457
0.85,7458
0.83,7460
0.82,7461
0.78,7462
0.61,7464
-0.39,7465
-0.34,7466
0.57,7468
0.77,7469
0.93,7470
0.85,7472
0.88,7473
0.87,7474
0.88,7476
0.90,7477
0.89,7478
0.81,7479
0.76,7481
0.78,7482
0.74,7483
0.66,7485
0.89,7486
0.84,7487
0.86,7489
0.73,7490
0.74,7491
0.90,7493
0.64,7494
0.79,7495
0.88,7497
0.62,7498
0.89,7499
0.87,7501
0.77,7502
0.82,7503
0.66,7504
0.80,7506
0.92,7507
0.83,7508
0.85,7510
0.87,7511
0.81,7512
0.82,7514
0.49,7515
-0.10,7516
-0.18,7518
0.63,7519
0.79,7520
0.78,7522
0.84,7523
0.84,7524
0.91,7526
0.86,7527
0.93,7528
0.88,7530
0.87,7531
0.67,7532
0.86,7534
0.74,7535
0.86,7536
0.81,7537
0.83,7539
0.84,7540
0.85,7541
0.75,7543
0.89,7544
0.74,7545
0.85,7547
0.95,7548
0.91,7549
0.75,7551
0.87,7552
0.83,7553
1.02,7555
0.90,7556
0.91,7557
0.80,7558
0.85,7560
0.93,7561
0.82,7562
0.92,7564
0.85,7565
0.31,7566
-0.17,7568
-0.22,7569
0.82,7570
0.80,7572
0.86,7573
0.86,7574
0.82,7576
0.85,7577
0.90,7578
0.72,7580
0.81,7581
0.97,7582
0.93,7584
0.69,7585
0.71,7586
0.94,7588
0.67,7589
0.93,7590
0.90,7591
0.91,7593
0.73,7594
0.86,7595
0.64,7597
0.89,7598
0.82,7599
0.83,7601
0.80,7602
0.98,7603
0.84,7605
0.93,7606
1.00,7607
0.96,7609
0.74,7610
0.84,7611
0.93,7612
0.81,7614
0.81,7615
0.75,7616
0.17,7618
-0.07,7619
0.07,7620
0.86,7622
0.75,7623
0.87,7624
0.85,7626
0.92,7627
0.99,7628
0.72,7630
0.68,7631
0.84,7632
0.78,7634
0.59,7635
0.89,7636
0.98,7638
0.97,7639
1.02,7640
0.98,7642
0.71,7643
0.90,7644
0.92,7645
0.98,7647
0.82,7648
0.90,7649
0.88,7651
0.81,7652
0.94,7653
0.83,7655
0.94,7656
0.89,7657
0.76,7659
0.85,7660
0.83,7661
0.93,7663
0.71,7664
0.76,7665
0.83,7667
0.68,7668
0.01,7669
-0.10,7670
0.16,7672
0.84,7673
0.81,7674
0.95,7676
0.72,7677
0.87,7678
0.85,7680
0.75,7681
0.89,7682
0.84,7684
0.90,7685
1.01,7686
0.85,7688
0.86,7689
0.81,7690
0.89,7692
0.87,7693
0.88,7694
0.93,7696
0.87,7697
0.83,7698
0.91,7699
0.70,7701
0.88,7702
0.97,7703
0.84,7705
0.88,7706
0.86,7707
0.94,7709
0.81,7710
0.89,7711
0.87,7713
0.77,7714
0.74,7715
0.90,7717
0.88,7718
0.92,7719
-0.06,7721
-0.10,7722
0.32,7723
1.03,7725
0.95,7726
1.00,7727
0.87,7729
0.75,7730
0.92,7731
0.93,7732
0.85,7734
0.70,7735
0.97,7736
0.87,7738
0.95,7739
0.79,7740
0.85,7742
0.94,7743
0.89,7744
0.96,7746
0.84,7747
0.94,7748
1.02,7750
0.97,7751
0.77,7752
0.77,7754
0.75,7755
0.83,7756
0.84,7757
0.85,7759
0.85,7760
0.78,7761
0.99,7763
0.89,7764
0.94,7765
0.93,7767
